Series Name,Series Code,Country Name,Country Code,1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Chad,TCD,1103.79736958049,901.025650981078,960.585816170955,940.682424412148,929.580370552821,949.080823950917,980.23444987744,939.272920409891,897.34703736949,964.737480839424,1007.06275012841,1111.60459241536,1430.36832482671,1618.13661604613,1572.4821779686,1569.74883183845,1564.79168999509,1577.66948800015,1732.69158409284,1676.76945838237,1765.19498420091,1804.32252218497,1866.26607861774,1857.10786365964,1687.05356916322,1587.03232784726,1576.32111465904
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Chile,CHL,11421.0381821553,11977.025592318,12382.8832982226,13287.8675154748,13990.9263956009,14828.0163763765,15271.4719128688,15022.9155239717,15638.0009435639,15973.619974228,16293.1858334196,16782.9388160821,17807.1701306083,18634.6264356441,19603.6978289337,20346.7408564481,20840.4042140549,20298.2509246449,21262.4669863046,22337.8605577365,23300.4423021747,24006.8123342917,24173.0649373708,24440.4152640916,24531.3577390333,24470.7036237008,25028.9099914626
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,China,CHN,1731.65721549507,1949.534268233,2178.9240567606,2391.47711558936,2601.36342607386,2812.71113459466,3004.42734154703,3206.73002570818,3451.67923092858,3712.33813234069,4024.35569663549,4400.82518341212,4817.21184452758,5334.6466393818,5979.78171182527,6795.17401237991,7412.87436349204,8069.35463837756,8884.58803122605,9680.09769961662,10370.7265716791,11101.9389299934,11851.4042175796,12612.3516512418,13399.1373202744,14243.5326108491,15133.9956182327
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Colombia,COL,8478.20318200943,8764.52663421269,9100.98349310017,9400.30919748867,9424.09694665138,9580.0867407895,9473.81870542235,8927.73006708038,9042.66279139813,9051.41423504113,9137.4643025928,9356.20968436527,9716.49910722704,10049.1261807666,10586.7948808009,11161.5133168718,11393.2022349803,11395.5621370337,11783.2999142858,12480.5465526004,12852.6257014235,13390.485196138,13852.2420491719,14095.748356648,14194.515663803,14171.3205005648,14314.8555765268
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Comoros,COM,2964.21671407365,2966.22295455321,2730.6280401294,2751.16408279301,2642.09376873253,2675.58261640361,2639.29772945447,2621.56638114946,2833.59101577331,2829.08347204955,2825.80098526387,2817.3127638307,2804.00387301488,2815.70212052365,2821.93847651689,2777.14223638774,2819.65874136648,2840.6328978705,2878.26971036373,2924.68551719278,2946.20222437818,3005.510856738,2996.3793452042,2959.49809656739,2987.97027465784,3032.26213308112,3073.11679381822
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Congo, Dem. Rep.",COD,1382.76198667297,1150.83622958163,1066.4681718975,1039.7528652868,1000.68917422966,921.422432997428,885.785894811161,828.209255687388,751.557756784938,715.677928228603,715.454398860416,732.536628665159,757.686099243824,778.96804364136,794.429458022618,817.069598483967,839.815586400063,835.611722909563,865.684040221023,894.826544520519,926.787816171911,972.455934329137,1029.79081257806,1065.24237107512,1055.57291467758,1059.81076228861,1085.89368770943
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Congo, Rep.",COG,5040.35766776486,4854.62640435694,4461.6576390931,4510.633103784,4571.97136234973,4414.31353701018,4448.40919056467,4209.77160247235,4399.84278984401,4438.69204862743,4512.43216670129,4420.22512768584,4438.97758489388,4634.97182653659,4841.59512303505,4368.58833400459,4487.37739197336,4847.75678220239,5169.16742154605,5137.61168273842,5504.18495586818,5331.904082108,5552.84460631577,5224.30246714689,4544.07584108488,4234.65988322969,3928.42799927127
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Costa Rica,CRI,10528.3477861591,10988.7754529918,11198.0271519177,11378.0001728125,11255.9740616893,11595.9370435131,12148.1968597623,12394.5479947733,12624.0705683207,12832.5736813975,13054.7191821609,13411.8482969532,13802.7286818624,14149.5192435393,14976.8157793682,15989.3313315424,16527.4360773655,16174.2768649458,16830.436178231,17360.2015918103,17994.5362252246,18233.0159654334,18669.0966793599,19141.6830724285,19736.6653042104,20347.0347715873,20672.6158286056
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Cote d'Ivoire,CIV,3967.56149066853,3822.90775821534,3723.78541614949,3858.69133822995,4025.03066189501,4277.60550196331,4328.75891362577,4258.21944597898,4137.96207770625,3953.12478323395,3760.71946431826,3508.05904338393,3545.08579615915,3505.4867633541,3527.24027090252,3488.64668390842,3574.51755035352,3619.57917539982,3778.20847115295,3491.02126004928,3666.63750224907,3961.8285678639,4225.95576403733,4417.15021465621,4615.70925676518,4830.75051522678,5033.47882607719
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Croatia,HRV,..,..,..,15146.7203367638,16273.5141531129,17355.8720301286,17749.6139884081,17670.2238987844,18362.1050911661,19661.0596468456,20773.846636088,21915.5581037381,22818.5401854497,23771.9451888582,24940.0212344923,26170.9958928937,26670.2204365532,24754.1601473314,24500.0681416094,24563.8473507439,24078.3307312505,24057.8080868379,24072.4388046611,24884.6652307486,25944.2583430013,27154.0846858541,28192.3285390241
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Curacao,CUW,..,..,..,..,..,..,..,..,29669.8646067821,30562.3183466686,30646.1487257223,30107.1799579905,29653.9647137476,29102.8638428108,28829.0168947987,28963.4099644225,29227.0765763594,28883.1037792964,28543.3607059699,28313.0486187097,28040.0360514959,27503.7894380048,26826.5923787915,26548.7000044222,26009.5280033975,25475.4896636129,25054.8952300259
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Cyprus,CYP,26385.9404955204,25936.6861931411,26904.6954583031,28630.7766980288,28529.8859631206,28871.1674637943,30262.1063760769,31421.0241425802,32943.1092020668,33878.0750496451,34738.9398349065,35219.5940772342,36498.351086597,37722.4200757287,38847.038117393,39967.4284621148,40397.7038943006,38535.1055162182,38296.6994508689,37481.8113367819,35642.6407605621,33384.4662474464,33136.4813831636,34453.1188480826,36509.0695470302,38287.9691989983,39976.9992379722
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Czech Republic,CZE,20768.7881664466,20760.0542509881,21356.3127969696,22758.5968118404,23756.9783859253,23659.3207939067,23597.3061804104,23948.3850340351,24976.5063182959,25833.4146699938,26289.6261389536,27239.5594440384,28542.2548172745,30384.4466487841,32352.8129664551,33956.2459846788,34580.4433462984,32782.6123492193,33483.137594809,34002.1897752206,33688.0998344582,33661.4684161727,34386.7049143977,36168.4185553861,37014.9592935816,38824.8879170919,39932.992193117
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Denmark,DNK,40108.8919453015,39979.7573849561,41969.6887111547,43015.6775097607,44013.3855851544,45260.1371186812,46096.3697234041,47298.5373518437,48907.0114021027,49133.2231026505,49204.8990055345,49262.6449732556,50446.5416048985,51483.273786293,53322.2889991783,53569.0280238008,52982.5317373493,50114.0500523227,50825.4122929358,51293.2061782002,51216.309409926,51479.2664533017,52048.3354927846,52892.6460290247,54185.0084787703,55356.680780178,56178.7746299825
