Series Name,Series Code,Country Name,Country Code,1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Urban population,SP.URB.TOTL,Thailand,THA,17206295,17462829,17724402,18004311,18309042,18632442,18965132,19293244,19758315,20680736,21613068,22554369,23508151,24472850,25451684,26439735,27438707,28447157,29469053,30179365,30828056,31477998,32127201,32772703,33415222,34051230,34678818
Urban population,SP.URB.TOTL,Timor-Leste,TLS,168702,176438,183770,190262,195646,200083,204161,208767,214574,221870,230481,240026,249873,259142,268075,276809,285472,294236,303254,312563,322090,331905,342118,352787,363958,375614,387721
Urban population,SP.URB.TOTL,Togo,TGO,1161082,1202589,1247516,1297683,1354175,1416482,1483126,1551736,1620474,1688671,1757067,1826540,1898628,1974457,2054409,2138197,2225740,2316436,2410247,2508568,2611032,2716584,2825148,2936588,3051143,3168847,3289910
Urban population,SP.URB.TOTL,Tonga,TON,21720,21787,21859,21943,22042,22152,22275,22404,22543,22691,22844,23004,23176,23365,23581,23826,24069,24244,24320,24277,24076,23795,23567,23457,23487,23633,23871
Urban population,SP.URB.TOTL,Trinidad and Tobago,TTO,673882,679929,685453,690312,694468,698026,701366,704905,708405,708525,709235,710363,711563,712646,713525,714283,715087,716111,717530,719346,721775,724640,727665,730647,733552,736389,739173
Urban population,SP.URB.TOTL,Tunisia,TUN,5130584,5309402,5477424,5609748,5733700,5849589,5958214,6060694,6158199,6250281,6337547,6423160,6509470,6593359,6684241,6781439,6883206,6986533,7089135,7190394,7291132,7392693,7497749,7608627,7725792,7848141,7973629
Urban population,SP.URB.TOTL,Turkey,TUR,33738147,34589982,35453796,36333539,37230466,38142787,39068836,40002831,40942335,41943212,42978998,44016864,45048098,46065708,47064036,48048358,49047267,50096869,51225592,52439952,53729344,55069491,56436828,57806286,59179592,60548564,61872814
Urban population,SP.URB.TOTL,Turkmenistan,TKM,1751186,1797596,1840851,1884860,1930073,1970302,2006587,2040532,2073490,2105733,2137297,2168975,2201754,2237159,2275569,2317262,2362652,2412431,2466839,2526243,2590493,2658556,2728844,2800283,2872408,2945219,3018656
Urban population,SP.URB.TOTL,Turks and Caicos Islands,TCA,10460,11303,12148,12965,13701,14385,15095,15961,17055,18419,19979,21659,23287,24727,25949,26979,27860,28666,29467,30257,31032,31775,32489,33171,33822,34450,35067
Urban population,SP.URB.TOTL,Tuvalu,TUV,3895,3968,4033,4088,4135,4178,4218,4262,4322,4401,4493,4634,4805,4968,5132,5288,5443,5600,5765,5930,6104,6272,6451,6629,6812,6993,7178
Urban population,SP.URB.TOTL,Uganda,UGA,2188421,2326622,2471224,2622274,2779697,2943834,3116698,3300326,3496913,3707368,3932636,4172736,4427392,4695306,4978580,5277759,5594570,5929787,6285551,6661208,7058269,7480857,7937455,8432534,8970229,9549002,10158400
Urban population,SP.URB.TOTL,Ukraine,UKR,34854720,34894318,34741647,34488335,34203620,33913054,33630412,33334234,33019561,32692860,32432068,32238837,32075876,31932595,31801190,31694730,31605908,31547453,31465493,31395053,31360012,31330995,31223300,31183829,31122532,31043768,30946609
Urban population,SP.URB.TOTL,United Arab Emirates,ARE,1616858,1708388,1800329,1891481,1993032,2108719,2233073,2367188,2514650,2663810,2820134,3024184,3330985,3774363,4380486,5121561,5911710,6630162,7189437,7553138,7747413,7824292,7866608,7935894,8047162,8182525,8332904
Urban population,SP.URB.TOTL,United Kingdom,GBR,45011752,45154426,45304828,45459651,45610451,45762480,45931122,46119137,46319551,46557334,46930583,47323791,47767769,48269624,48798541,49351705,49913475,50463084,51030310,51600211,52130345,52650595,53209683,53802927,54382825,54923317,55426598
Urban population,SP.URB.TOTL,United States,USA,195199459,198806845,202278113,205718394,209146726,212694273,216206090,219721677,223069137,225792302,228400290,230876596,233532722,236200507,238999326,241795278,244607104,247276259,249849720,252208133,254614421,256953576,259430732,261950744,264473000,266788716,268844029
Urban population,SP.URB.TOTL,Uruguay,URY,2827247,2858054,2888877,2919323,2949760,2980651,3009668,3034863,3055085,3069509,3078888,3085288,3091573,3099870,3111014,3124485,3139741,3155696,3171624,3187408,3201207,3214643,3228547,3242948,3257863,3273061,3288346
Urban population,SP.URB.TOTL,Uzbekistan,UZB,9074643,9386788,9679171,9964108,10267308,10575599,10862394,11096810,11370244,11634932,11900009,12162787,12428855,12700677,12984805,13301003,13648397,14014762,14554257,15007103,15199882,15408910,15640290,15884192,16130961,16372437,16635580
Urban population,SP.URB.TOTL,Vanuatu,VUT,29926,31268,32609,33908,35141,36323,37507,38757,40087,41537,43120,44808,46558,48342,50148,51984,53894,55917,57783,59599,61530,63546,65605,67676,69754,71840,73971
Urban population,SP.URB.TOTL,"Venezuela, RB",VEN,17476507,17938344,18400685,18863805,19326875,19788904,20251505,20715855,21182666,21651925,22057234,22460389,22858285,23248393,23622797,23979524,24328095,24683266,25050754,25452527,25873642,26246929,26481078,26518334,26318354,25927989,25480748
Urban population,SP.URB.TOTL,Vietnam,VNM,14889785,15462867,16036817,16604653,17163390,17713642,18256423,18823973,19477364,20134757,20800242,21474147,22163652,22870389,23598141,24347999,25120985,25920395,26757122,27621226,28513908,29430158,30371041,31333195,32315314,33311724,34319153
Urban population,SP.URB.TOTL,Virgin Islands (U.S.),VIR,93936,95290,96515,97507,98277,99010,99649,100159,100587,100749,100952,101182,101373,101581,101716,101894,102152,102354,102499,102617,102691,102715,102718,102703,102656,102564,102422
Urban population,SP.URB.TOTL,West Bank and Gaza,PSE,1486950,1566383,1649878,1737611,1829843,1926689,1985912,2043664,2103044,2164070,2226847,2291359,2357720,2425915,2496025,2568140,2647431,2727093,2807401,2888204,2969835,3051946,3134764,3218283,3302741,3380930,3479999
Urban population,SP.URB.TOTL,"Yemen, Rep.",YEM,2857428,3086211,3320622,3543403,3751144,3952862,4152715,4357536,4572841,4799794,5037892,5287133,5547433,5818282,6100787,6395608,6703157,7023786,7357686,7705087,8065869,8439119,8822595,9215168,9615916,10024986,10442487
Urban population,SP.URB.TOTL,Zambia,ZMB,3254951,3293100,3332541,3375205,3421894,3472031,3523910,3575360,3624956,3742483,3892212,4046911,4207899,4376258,4552287,4736246,4930110,5135536,5354636,5588385,5837266,6099735,6372742,6654568,6944320,7243007,7551639
Urban population,SP.URB.TOTL,Zimbabwe,ZWE,3324547,3432105,3528870,3620850,3708423,3791270,3869370,3942523,4010951,4074399,4134392,4131349,4122108,4119361,4123874,4135515,4154578,4181250,4215138,4257061,4306228,4359432,4416224,4473872,4531238,4589452,4650597
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 02/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
