Series Name,Series Code,Country Name,Country Code,1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Afghanistan,AFG,26.5216286544368,30.5856670489932,32.7962505504008,35.0756402917937,37.9457475001443,41.4326008731029,44.0943368543633,52.1857743728053,54.2431983947754,54.0550003051758,43.7711982727051,42.2761001586914,49.8432006835938,40.8591995239258,37.1372985839844,33.8625984191895,21.3437004089355,17.8504009246826,14.8990001678467,11.559100151062,14.404899597168,17.1049995422363,20.770299911499,20.2737998962402,24.7402992248535,25.082799911499,21.422700881958
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Albania,ALB,46.8133288085849,51.152042295146,51.4595442246242,50.6097095765374,51.63636055808,55.953349416169,49.9833654433978,42.7183134087746,41.4449996948242,39.125301361084,35.8958015441895,33.7517013549805,35.934700012207,36.8683013916016,31.7098999023438,32.100399017334,35.9118995666504,37.2151985168457,37.1137008666992,35.9611015319824,40.0466995239258,41.2869987487793,38.6973991394043,38.6255989074707,39.5872993469238,37.219799041748,38.2663993835449
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Algeria,DZA,0.289771220945935,0.476341507213619,0.403959587292277,0.422480314895262,0.389526170918537,0.472147668762875,0.54407094201214,0.51001768957487,0.42739999294281,0.427700012922287,0.514800012111664,0.469099998474121,0.441799998283386,0.584699988365173,0.408699989318848,0.411399990320206,0.300599992275238,0.312400013208389,0.258100003004074,0.177300006151199,0.180399999022484,0.134100005030632,0.0687000006437302,0.0590000003576279,0.0802000015974045,0.14360000193119,0.193299993872643
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,American Samoa,ASM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899699985980988,1.5463000535965,1.52069997787476,1.45869994163513,1.72140002250671,2.89809989929199,2.85660004615784
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Andorra,AND,14.308754463874,13.9189545867614,14.56102441664,14.4810480827273,14.1000476048869,14.1940024550855,14.4586417232136,14.5498905446165,14.5081996917725,15.3882999420166,15.8297996520996,16.5153999328613,16.5666999816895,16.6079998016357,17.568000793457,16.5562992095947,17.0212001800537,17.1263008117676,18.6709003448486,18.5522003173828,18.7628993988037,19.141300201416,19.4200992584229,19.2777004241943,19.2558002471924,19.0631999969482,18.5060005187988
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Angola,AGO,72.7232825172167,71.2770563190797,72.2202689083442,73.9458883392515,73.1396004507038,73.7344159506134,76.8197936265394,73.4107838285377,73.4411010742188,72.3373031616211,70.4209976196289,65.1404037475586,61.915699005127,68.378303527832,62.1273002624512,58.4916000366211,54.8820991516113,52.4138984680176,50.7648010253906,49.239200592041,49.4432983398438,47.9384994506836,48.2112998962402,47.815601348877,49.0080986022949,56.1805000305176,56.7854995727539
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Antigua and Barbuda,ATG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777999982237816,0.152099996805191,0.146599993109703,0.144400000572205,0.482199996709824,0.598399996757507,0.602199971675873,0.904900014400482
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Argentina,ARG,9.47164961562942,10.1283424369342,10.7349093475441,11.2051846343744,10.1938555855904,10.9990733955932,11.343009140403,10.3061733856805,9.84799957275391,11.5088996887207,11.6190996170044,10.8246002197266,9.28870010375977,9.64350032806396,9.180100440979,7.71659994125366,7.65110015869141,8.59099960327148,8.78750038146973,8.83310031890869,8.61180019378662,8.9133996963501,9.78139972686768,9.3931999206543,9.37689971923828,10.3684997558594,10.5207996368408
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Armenia,ARM,6.6776789414769,12.9368336783239,17.7636534122784,9.27435270712397,12.4733043728429,10.1201143904778,9.38056341350592,8.35879537917464,7.1628999710083,5.41800022125244,8.89729976654053,9.80930042266846,8.7056999206543,6.48939990997314,7.6508002281189,7.01520013809204,6.40320014953613,7.79829978942871,9.35709953308105,8.00720024108887,6.56379985809326,6.76999998092651,7.08090019226074,10.7468996047974,13.15149974823,12.5626001358032,11.1330003738403
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Aruba,ABW,0.238777584499868,0.195134319425155,0.183240539866902,0.173371733273026,0.167474284591361,0.160095867335473,0.15787569080815,0.160927638084104,0.175300002098083,0.180500000715256,0.181400001049042,0.184599995613098,0.187099993228912,0.186599999666214,0.189899995923042,0.189999997615814,0.193499997258186,0.299800008535385,5.46470022201538,5.66179990768433,6.85589981079102,6.88969993591309,6.92749977111816,6.72800016403198,6.99459981918335,6.69929981231689,8.0241003036499
